"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Fairbanks North Star Borough, AK"	"02090"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	505	105405	479.10	0.01%
	"Haines Borough, AK"	"02100"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	12	2521	Unreliable	0.00%
	"Haines Borough, AK"	"02100"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	14	2483	Unreliable	0.00%
	"Hoonah-Angoon Census Area, AK"	"02105"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	16	2022	Unreliable	0.00%
	"Hoonah-Angoon Census Area, AK"	"02105"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	13	2277	Unreliable	0.00%
	"Juneau Borough, AK"	"02110"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	145	31511	460.16	0.00%
	"Juneau Borough, AK"	"02110"	"Male"	"M"	"Drug-induced causes"	"D"	12	32576	Unreliable	0.00%
	"Juneau Borough, AK"	"02110"	"Male"	"M"	"Alcohol-induced causes"	"A"	13	32576	Unreliable	0.00%
	"Juneau Borough, AK"	"02110"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	194	32576	595.53	0.00%
	"Kenai Peninsula Borough, AK"	"02122"	"Female"	"F"	"Drug-induced causes"	"D"	16	56130	Unreliable	0.00%
	"Kenai Peninsula Borough, AK"	"02122"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	378	56130	673.44	0.01%
	"Kenai Peninsula Borough, AK"	"02122"	"Male"	"M"	"Drug-induced causes"	"D"	13	61111	Unreliable	0.00%
	"Kenai Peninsula Borough, AK"	"02122"	"Male"	"M"	"Alcohol-induced causes"	"A"	18	61111	Unreliable	0.00%
	"Kenai Peninsula Borough, AK"	"02122"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	512	61111	837.82	0.01%
	"Ketchikan Gateway Borough, AK"	"02130"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	85	13609	624.59	0.00%
	"Ketchikan Gateway Borough, AK"	"02130"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	107	14210	752.99	0.00%
	"Kodiak Island Borough, AK"	"02150"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	43	12349	348.21	0.00%
	"Kodiak Island Borough, AK"	"02150"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	84	13994	600.26	0.00%
	"Lake and Peninsula Borough, AK"	"02164"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	10	1626	Unreliable	0.00%
	"Matanuska-Susitna Borough, AK"	"02170"	"Female"	"F"	"Drug-induced causes"	"D"	14	103852	Unreliable	0.00%
	"Matanuska-Susitna Borough, AK"	"02170"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	103852	Unreliable	0.00%
	"Matanuska-Susitna Borough, AK"	"02170"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	538	103852	518.04	0.01%
	"Matanuska-Susitna Borough, AK"	"02170"	"Male"	"M"	"Drug-induced causes"	"D"	27	112075	24.09	0.00%
	"Matanuska-Susitna Borough, AK"	"02170"	"Male"	"M"	"Alcohol-induced causes"	"A"	19	112075	Unreliable	0.00%
	"Matanuska-Susitna Borough, AK"	"02170"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	662	112075	590.68	0.01%
	"Nome Census Area, AK"	"02180"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	58	9478	611.94	0.00%
	"Nome Census Area, AK"	"02180"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	81	10534	768.94	0.00%
	"North Slope Borough, AK"	"02185"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	39	7428	525.04	0.00%
	"North Slope Borough, AK"	"02185"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	52	12276	423.59	0.00%
	"Northwest Arctic Borough, AK"	"02188"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	56	7052	794.10	0.00%
	"Northwest Arctic Borough, AK"	"02188"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	54	8240	655.34	0.00%
	"Petersburg Borough/Census Area, AK"	"02195"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	12	3091	Unreliable	0.00%
	"Petersburg Borough/Census Area, AK"	"02195"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	37	3396	1089.52	0.00%
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	29	5702	508.59	0.00%
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	68	6923	982.23	0.00%
	"Sitka Borough, AK"	"02220"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	52	8411	618.24	0.00%
	"Sitka Borough, AK"	"02220"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	64	8729	733.19	0.00%
	"Southeast Fairbanks Census Area, AK"	"02240"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	33	6203	532.00	0.00%
	"Southeast Fairbanks Census Area, AK"	"02240"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	63	7608	828.08	0.00%
	"Valdez-Cordova Census Area, AK"	"02261"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	40	8684	460.62	0.00%
	"Valdez-Cordova Census Area, AK"	"02261"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	77	9682	795.29	0.00%
	"Wade Hampton Census Area, AK"	"02270"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	43	7865	546.73	0.00%
	"Wade Hampton Census Area, AK"	"02270"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	74	8752	845.52	0.00%
	"Wrangell City and Borough, AK"	"02275"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	17	2408	Unreliable	0.00%
	"Wrangell City and Borough, AK"	"02275"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	23	2597	885.64	0.00%
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	38	4975	763.82	0.00%
	"Yukon-Koyukuk Census Area, AK"	"02290"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	52	5582	931.57	0.00%
	"Apache County, AZ"	"04001"	"Female"	"F"	"Alcohol-induced causes"	"A"	35	72913	48.00	0.00%
	"Apache County, AZ"	"04001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	538	72913	737.87	0.01%
	"Apache County, AZ"	"04001"	"Male"	"M"	"Drug-induced causes"	"D"	15	70792	Unreliable	0.00%
	"Apache County, AZ"	"04001"	"Male"	"M"	"Alcohol-induced causes"	"A"	73	70792	103.12	0.00%
	"Apache County, AZ"	"04001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	768	70792	1084.87	0.01%
	"Cochise County, AZ"	"04003"	"Female"	"F"	"Drug-induced causes"	"D"	15	124555	Unreliable	0.00%
	"Cochise County, AZ"	"04003"	"Female"	"F"	"Alcohol-induced causes"	"A"	19	124555	Unreliable	0.00%
	"Cochise County, AZ"	"04003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1166	124555	936.13	0.02%
	"Cochise County, AZ"	"04003"	"Male"	"M"	"Drug-induced causes"	"D"	41	128137	32.00	0.00%
	"Cochise County, AZ"	"04003"	"Male"	"M"	"Alcohol-induced causes"	"A"	29	128137	22.63	0.00%
	"Cochise County, AZ"	"04003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1497	128137	1168.28	0.03%
	"Coconino County, AZ"	"04005"	"Female"	"F"	"Drug-induced causes"	"D"	23	145029	15.86	0.00%
	"Coconino County, AZ"	"04005"	"Female"	"F"	"Alcohol-induced causes"	"A"	47	145029	32.41	0.00%
	"Coconino County, AZ"	"04005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	715	145029	493.00	0.01%
	"Coconino County, AZ"	"04005"	"Male"	"M"	"Drug-induced causes"	"D"	36	141301	25.48	0.00%
	"Coconino County, AZ"	"04005"	"Male"	"M"	"Alcohol-induced causes"	"A"	75	141301	53.08	0.00%
	"Coconino County, AZ"	"04005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	842	141301	595.89	0.01%
	"Gila County, AZ"	"04007"	"Female"	"F"	"Drug-induced causes"	"D"	13	54474	Unreliable	0.00%
	"Gila County, AZ"	"04007"	"Female"	"F"	"Alcohol-induced causes"	"A"	15	54474	Unreliable	0.00%
	"Gila County, AZ"	"04007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	628	54474	1152.84	0.01%
	"Gila County, AZ"	"04007"	"Male"	"M"	"Drug-induced causes"	"D"	23	53433	43.04	0.00%
	"Gila County, AZ"	"04007"	"Male"	"M"	"Alcohol-induced causes"	"A"	29	53433	54.27	0.00%
	"Gila County, AZ"	"04007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	872	53433	1631.95	0.02%
	"Graham County, AZ"	"04009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	274	35817	765.00	0.00%
	"Graham County, AZ"	"04009"	"Male"	"M"	"Drug-induced causes"	"D"	13	41092	Unreliable	0.00%
	"Graham County, AZ"	"04009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	317	41092	771.44	0.01%
	"Greenlee County, AZ"	"04011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	60	9194	652.60	0.00%
	"Greenlee County, AZ"	"04011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	69	9787	705.02	0.00%
	"La Paz County, AZ"	"04012"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	20566	Unreliable	0.00%
	"La Paz County, AZ"	"04012"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	234	20566	1137.80	0.00%
	"La Paz County, AZ"	"04012"	"Male"	"M"	"Alcohol-induced causes"	"A"	16	21640	Unreliable	0.00%
	"La Paz County, AZ"	"04012"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	355	21640	1640.48	0.01%
	"Maricopa County, AZ"	"04013"	"Female"	"F"	"Drug-induced causes"	"D"	738	4497290	16.41	0.01%
	"Maricopa County, AZ"	"04013"	"Female"	"F"	"Alcohol-induced causes"	"A"	366	4497290	8.14	0.01%
	"Maricopa County, AZ"	"04013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	29470	4497290	655.28	0.52%
	"Maricopa County, AZ"	"04013"	"Male"	"M"	"Drug-induced causes"	"D"	1702	4398948	38.69	0.03%
	"Maricopa County, AZ"	"04013"	"Male"	"M"	"Alcohol-induced causes"	"A"	863	4398948	19.62	0.02%
	"Maricopa County, AZ"	"04013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	31913	4398948	725.47	0.56%
	"Mohave County, AZ"	"04015"	"Female"	"F"	"Drug-induced causes"	"D"	42	208405	20.15	0.00%
	"Mohave County, AZ"	"04015"	"Female"	"F"	"Alcohol-induced causes"	"A"	56	208405	26.87	0.00%
	"Mohave County, AZ"	"04015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2750	208405	1319.55	0.05%
	"Mohave County, AZ"	"04015"	"Male"	"M"	"Drug-induced causes"	"D"	56	213326	26.25	0.00%
	"Mohave County, AZ"	"04015"	"Male"	"M"	"Alcohol-induced causes"	"A"	99	213326	46.41	0.00%
	"Mohave County, AZ"	"04015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	3803	213326	1782.72	0.07%
	"Navajo County, AZ"	"04017"	"Female"	"F"	"Drug-induced causes"	"D"	17	110619	Unreliable	0.00%
	"Navajo County, AZ"	"04017"	"Female"	"F"	"Alcohol-induced causes"	"A"	50	110619	45.20	0.00%
	"Navajo County, AZ"	"04017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	948	110619	857.00	0.02%
	"Navajo County, AZ"	"04017"	"Male"	"M"	"Drug-induced causes"	"D"	29	110750	26.19	0.00%
	"Navajo County, AZ"	"04017"	"Male"	"M"	"Alcohol-induced causes"	"A"	103	110750	93.00	0.00%
	"Navajo County, AZ"	"04017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1196	110750	1079.91	0.02%
	"Pima County, AZ"	"04019"	"Female"	"F"	"Drug-induced causes"	"D"	176	1059300	16.61	0.00%
	"Pima County, AZ"	"04019"	"Female"	"F"	"Alcohol-induced causes"	"A"	101	1059300	9.53	0.00%
	"Pima County, AZ"	"04019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	8889	1059300	839.14	0.16%
	"Pima County, AZ"	"04019"	"Male"	"M"	"Drug-induced causes"	"D"	424	1027052	41.28	0.01%
	"Pima County, AZ"	"04019"	"Male"	"M"	"Alcohol-induced causes"	"A"	235	1027052	22.88	0.00%
	"Pima County, AZ"	"04019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	10019	1027052	975.51	0.18%
	"Pinal County, AZ"	"04021"	"Female"	"F"	"Drug-induced causes"	"D"	56	436050	12.84	0.00%
	"Pinal County, AZ"	"04021"	"Female"	"F"	"Alcohol-induced causes"	"A"	39	436050	8.94	0.00%
	"Pinal County, AZ"	"04021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2732	436050	626.53	0.05%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"Drug-induced causes"	"D"	112	473877	23.63	0.00%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"Alcohol-induced causes"	"A"	65	473877	13.72	0.00%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	3488	473877	736.06	0.06%
	"Santa Cruz County, AZ"	"04023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	283	48121	588.10	0.00%
	"Santa Cruz County, AZ"	"04023"	"Male"	"M"	"Drug-induced causes"	"D"	13	44888	Unreliable	0.00%
	"Santa Cruz County, AZ"	"04023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	312	44888	695.06	0.01%
	"Yavapai County, AZ"	"04025"	"Female"	"F"	"Drug-induced causes"	"D"	59	238891	24.70	0.00%
	"Yavapai County, AZ"	"04025"	"Female"	"F"	"Alcohol-induced causes"	"A"	26	238891	10.88	0.00%
	"Yavapai County, AZ"	"04025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	2792	238891	1168.73	0.05%
	"Yavapai County, AZ"	"04025"	"Male"	"M"	"Drug-induced causes"	"D"	90	228201	39.44	0.00%
	"Yavapai County, AZ"	"04025"	"Male"	"M"	"Alcohol-induced causes"	"A"	71	228201	31.11	0.00%
	"Yavapai County, AZ"	"04025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	3159	228201	1384.31	0.06%
	"Yuma County, AZ"	"04027"	"Female"	"F"	"Drug-induced causes"	"D"	22	206503	10.65	0.00%
	"Yuma County, AZ"	"04027"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	206503	Unreliable	0.00%
	"Yuma County, AZ"	"04027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1342	206503	649.87	0.02%
	"Yuma County, AZ"	"04027"	"Male"	"M"	"Drug-induced causes"	"D"	58	219412	26.43	0.00%
	"Yuma County, AZ"	"04027"	"Male"	"M"	"Alcohol-induced causes"	"A"	32	219412	14.58	0.00%
	"Yuma County, AZ"	"04027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1807	219412	823.56	0.03%
	"Arkansas County, AR"	"05001"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	255	18225	1399.18	0.00%
	"Arkansas County, AR"	"05001"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	246	17030	1444.51	0.00%
	"Ashley County, AR"	"05003"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	233	20352	1144.85	0.00%
	"Ashley County, AR"	"05003"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	271	19351	1400.44	0.00%
	"Baxter County, AR"	"05005"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	648	43109	1503.17	0.01%
	"Baxter County, AR"	"05005"	"Male"	"M"	"Alcohol-induced causes"	"A"	11	40442	Unreliable	0.00%
	"Baxter County, AR"	"05005"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	730	40442	1805.05	0.01%
	"Benton County, AR"	"05007"	"Female"	"F"	"Drug-induced causes"	"D"	28	277299	10.10	0.00%
	"Benton County, AR"	"05007"	"Female"	"F"	"Alcohol-induced causes"	"A"	16	277299	Unreliable	0.00%
	"Benton County, AR"	"05007"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1825	277299	658.13	0.03%
	"Benton County, AR"	"05007"	"Male"	"M"	"Drug-induced causes"	"D"	37	274450	13.48	0.00%
	"Benton County, AR"	"05007"	"Male"	"M"	"Alcohol-induced causes"	"A"	46	274450	16.76	0.00%
	"Benton County, AR"	"05007"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1958	274450	713.43	0.03%
	"Boone County, AR"	"05009"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	421	38022	1107.25	0.01%
	"Boone County, AR"	"05009"	"Male"	"M"	"Alcohol-induced causes"	"A"	12	36890	Unreliable	0.00%
	"Boone County, AR"	"05009"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	481	36890	1303.88	0.01%
	"Bradley County, AR"	"05011"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	144	11083	1299.29	0.00%
	"Bradley County, AR"	"05011"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	139	10577	1314.17	0.00%
	"Calhoun County, AR"	"05013"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	77	5182	1485.91	0.00%
	"Calhoun County, AR"	"05013"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	75	5284	1419.38	0.00%
	"Carroll County, AR"	"05015"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	302	28415	1062.82	0.01%
	"Carroll County, AR"	"05015"	"Male"	"M"	"Drug-induced causes"	"D"	10	28188	Unreliable	0.00%
	"Carroll County, AR"	"05015"	"Male"	"M"	"Alcohol-induced causes"	"A"	10	28188	Unreliable	0.00%
	"Carroll County, AR"	"05015"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	338	28188	1199.09	0.01%
	"Chicot County, AR"	"05017"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	164	10187	1609.89	0.00%
	"Chicot County, AR"	"05017"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	156	10369	1504.48	0.00%
	"Clark County, AR"	"05019"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	254	23331	1088.68	0.00%
	"Clark County, AR"	"05019"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	233	21050	1106.89	0.00%
	"Clay County, AR"	"05021"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	223	15041	1482.61	0.00%
	"Clay County, AR"	"05021"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	237	14357	1650.76	0.00%
	"Cleburne County, AR"	"05023"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	330	25366	1300.95	0.01%
	"Cleburne County, AR"	"05023"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	422	24518	1721.18	0.01%
	"Cleveland County, AR"	"05025"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	101	8058	1253.41	0.00%
	"Cleveland County, AR"	"05025"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	106	7916	1339.06	0.00%
	"Columbia County, AR"	"05027"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	262	24314	1077.57	0.00%
	"Columbia County, AR"	"05027"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	280	22680	1234.57	0.00%
	"Conway County, AR"	"05029"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	257	21217	1211.29	0.00%
	"Conway County, AR"	"05029"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	289	20520	1408.38	0.01%
	"Craighead County, AR"	"05031"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	974	112606	864.96	0.02%
	"Craighead County, AR"	"05031"	"Male"	"M"	"Drug-induced causes"	"D"	12	106284	Unreliable	0.00%
	"Craighead County, AR"	"05031"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	943	106284	887.25	0.02%
	"Crawford County, AR"	"05033"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	575	64181	895.90	0.01%
	"Crawford County, AR"	"05033"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	674	62482	1078.71	0.01%
	"Crittenden County, AR"	"05035"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	498	50502	986.10	0.01%
	"Crittenden County, AR"	"05035"	"Male"	"M"	"Drug-induced causes"	"D"	11	45795	Unreliable	0.00%
	"Crittenden County, AR"	"05035"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	530	45795	1157.33	0.01%
	"Cross County, AR"	"05037"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	239	17074	1399.79	0.00%
	"Cross County, AR"	"05037"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	229	16021	1429.37	0.00%
	"Dallas County, AR"	"05039"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	94	7176	1309.92	0.00%
	"Dallas County, AR"	"05039"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	116	7015	1653.60	0.00%
	"Desha County, AR"	"05041"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	148	12077	1225.47	0.00%
	"Desha County, AR"	"05041"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	171	10796	1583.92	0.00%
	"Drew County, AR"	"05043"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	191	18719	1020.35	0.00%
	"Drew County, AR"	"05043"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	214	17828	1200.36	0.00%
	"Faulkner County, AR"	"05045"	"Female"	"F"	"Drug-induced causes"	"D"	13	128334	Unreliable	0.00%
	"Faulkner County, AR"	"05045"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1028	128334	801.03	0.02%
	"Faulkner County, AR"	"05045"	"Male"	"M"	"Drug-induced causes"	"D"	28	122479	22.86	0.00%
	"Faulkner County, AR"	"05045"	"Male"	"M"	"Alcohol-induced causes"	"A"	11	122479	Unreliable	0.00%
	"Faulkner County, AR"	"05045"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1025	122479	836.88	0.02%
	"Franklin County, AR"	"05047"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	228	17780	1282.34	0.00%
	"Franklin County, AR"	"05047"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	232	17745	1307.41	0.00%
	"Fulton County, AR"	"05049"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	165	12565	1313.17	0.00%
	"Fulton County, AR"	"05049"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	208	12181	1707.58	0.00%
	"Garland County, AR"	"05051"	"Female"	"F"	"Drug-induced causes"	"D"	25	103097	24.25	0.00%
	"Garland County, AR"	"05051"	"Female"	"F"	"Alcohol-induced causes"	"A"	10	103097	Unreliable	0.00%
	"Garland County, AR"	"05051"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	1301	103097	1261.92	0.02%
	"Garland County, AR"	"05051"	"Male"	"M"	"Drug-induced causes"	"D"	29	95443	30.38	0.00%
	"Garland County, AR"	"05051"	"Male"	"M"	"Alcohol-induced causes"	"A"	36	95443	37.72	0.00%
	"Garland County, AR"	"05051"	"Male"	"M"	"All other non-drug and non-alcohol causes"	"O"	1469	95443	1539.14	0.03%
	"Grant County, AR"	"05053"	"Female"	"F"	"All other non-drug and non-alcohol causes"	"O"	190	18453	1029.64	0.00%
